product,answer_option,label,review_len,Rn,Rp,Rs,Rc,Rd,Rsc
Accucheck,"Wanted instant, but sent active strip",0,6,0.3442704757217735,-0.06666666666666667,0.6333333333333333,0.007352941176470588,0.0,0.5499
Accucheck,I have using for long. No complain.,0,7,0.5289374291831612,-0.05,0.4,0.00857843137254902,1.0,0.2755
Accucheck,The strips are quite useful.,1,5,0.33706472046523506,0.3,0.0,0.006127450980392157,0.0,0.4927
Accucheck,Good packaging and on time delivery,0,6,0.8175611329362092,0.7,0.6000000000000001,0.007352941176470588,1.0,0.4404
Accucheck,Some of the strips did not respond,0,7,0.33706472046523506,0.0,0.0,0.00857843137254902,0.0,0.0
Accucheck,Price to high ,0,3,0.4358062536237586,0.16,0.5399999999999999,0.003676470588235294,0.0,0.0
Accucheck,It's gud to use,1,4,0.5753262159757633,0.0,0.0,0.004901960784313725,0.0,0.0
Accucheck,Good to track sugar level,1,5,0.5524461610515289,0.7,0.6000000000000001,0.006127450980392157,0.0,0.4404
Accucheck,Previously the micro chip used to be of red colour but now this is black and all of these chip s have a common code no.333.,1,26,0.589604028499109,-0.15833333333333333,0.275,0.029411764705882353,1.0,0.0
Accucheck,Good Accu check strip,1,4,0.21445811017744174,0.7,0.6000000000000001,0.004901960784313725,0.0,0.4404
Accucheck,It is not supported with the machine I ordered ,0,9,0.3437657469436475,0.0,0.0,0.011029411764705883,1.0,-0.2411
Accucheck,Quick delivery and good stuff,0,5,0.542510742447485,0.5166666666666666,0.55,0.006127450980392157,1.0,0.4404
Accucheck,DELAYED IN  DELIVERY TIME,0,4,0.0,0.0,0.0,0.004901960784313725,1.0,-0.2263
Accucheck,nice as per required,0,4,0.0,0.6,1.0,0.004901960784313725,0.0,0.4215
Accucheck,Packing and delivery is good. Product is excellent.,0,8,0.5691164853364753,0.85,0.8,0.00857843137254902,1.0,0.765
Accucheck,It ws the wrong product ordered by mistake,0,8,0.4969538555072667,-0.5,0.9,0.00980392156862745,0.0,-0.6705
Accucheck,Whenever i am putting d strip in d machine its showing E-5 ...this mesns the strips r expired...not satisfied ..,1,20,0.4407833890021759,0.5,1.0,0.023284313725490197,1.0,0.4215
Accucheck,Could you please improve delivery time,0,6,0.5079077768934532,0.0,0.0,0.007352941176470588,1.0,0.6369
Accucheck,Low price. And fast gome delivery i like it.,0,9,0.4891533683244046,0.1,0.44999999999999996,0.011029411764705883,1.0,0.1027
Accucheck,Strips expiry date is long that's good,0,7,0.6113860739871433,0.32499999999999996,0.5,0.00857843137254902,1.0,0.4404
Accucheck,"Nice product. Reliable. I'm using approx 120 strips in a month, please Try to make it cheaper.",1,17,0.4707760891989128,0.6,1.0,0.020833333333333332,1.0,0.6249
Accucheck,The product was delivered after 15days and too on repeated requests. Had to contact the agent personally. Horrible experience.,0,19,0.4251463521666051,-1.0,1.0,0.023284313725490197,1.0,-0.5423
Accucheck,All is very first,0,4,0.0,0.325,0.43333333333333335,0.004901960784313725,0.0,0.0
Accucheck,Good but not good,0,4,0.0,0.175,0.6000000000000001,0.004901960784313725,0.0,-0.2867
Accucheck,Effective it's good ,1,3,0.0,0.6499999999999999,0.7000000000000001,0.003676470588235294,0.0,0.7184
Accucheck,Good  as per my expectation ,1,5,0.7197216658252343,0.7,0.6000000000000001,0.006127450980392157,0.0,0.4404
Accucheck,"I have got this product from Paytm,as I find either courier or Xbees courier might have hands in giving me empty box.",0,22,0.6855026578310757,-0.1,0.5,0.023284313725490197,1.0,0.1531
Accucheck,on time delivery and product is as described. satisfied with overall service. ,0,12,0.4400753684546707,0.25,0.5,0.014705882352941176,1.0,0.4215
Accucheck,There is no discount on the product,0,7,1.0,0.0,0.0,0.00857843137254902,1.0,-0.296
Accucheck,dispatch on committed date,0,4,0.6133179220425665,0.0,0.0,0.004901960784313725,0.0,0.2732
Accucheck,Prompt delivery with reasonable price. Discount offer is also good. Further order may be given with such discount offer. Apps downloaded.Intimation in email id regarding delivery status ,0,27,0.9136574441706343,0.22499999999999998,0.55,0.030637254901960783,1.0,0.4404
Accucheck,Very poor delivery system took more than the expected time to deliver. Need improvement. Needs better communication with customers,0,19,0.4449754542034685,0.095,0.545,0.023284313725490197,1.0,0.3626
Accucheck,nice                                                                                                    ,0,1,0.0,0.6,1.0,0.0012254901960784314,0.0,0.4215
Accucheck,"Everything went well. From placing order , to receiving it, to the discounts , to the freebies. Keep up ",0,19,0.47001782841502004,0.0,0.0,0.01838235294117647,1.0,0.5994
Accucheck,Sevice is prompt.Staff who speaks on phone is well mannered.I wish to give me good service in near future.,0,19,0.4778064570329856,0.26666666666666666,0.375,0.022058823529411766,1.0,0.7717
Accucheck,Like: Good product in good packaging at reasonable price. Timely delivery. Nothing to dislike here.thumbs up,0,16,0.38784170182965355,0.5333333333333333,0.6000000000000001,0.0196078431372549,1.0,0.8585
Accucheck,Please check my previous comments.,0,5,0.3491298224837418,-0.16666666666666666,0.16666666666666666,0.006127450980392157,0.0,0.3182
Accucheck,The strips very accurately takes reading.,1,6,0.4307652415882682,0.5200000000000001,0.8233333333333335,0.007352941176470588,0.0,0.0
Accucheck,"Packing was horrible. It was good that the strips were in a box,else the packing was all twisted and the box had almost given away",0,25,0.8274264515687186,-0.26666666666666666,0.8666666666666667,0.025735294117647058,1.0,-0.1531
Accucheck,i returned it as i needed Performa.,0,7,0.0,0.0,0.0,0.007352941176470588,1.0,0.0
Accucheck,Have been using it for a while and am happy with the performance n results. ,0,15,0.628328650390307,0.8,1.0,0.01838235294117647,1.0,0.5719
Accucheck,Using since last 10years.Best for sugar levels check your self.,1,10,0.7054776052367151,0.0,0.06666666666666667,0.012254901960784314,0.0,0.0
Accucheck,It is working as usual. ,0,5,0.0,-0.25,0.25,0.006127450980392157,0.0,0.0
Accucheck,Dislike as it showed higher reading than original ,1,8,0.2155116003734755,0.3125,0.625,0.00980392156862745,0.0,-0.0772
Accucheck,Very bad condition ,0,3,0.5619421209130374,-0.9099999999999998,0.8666666666666667,0.003676470588235294,0.0,-0.5849
Accucheck,Strip is easy to use and give accurate results.,0,9,0.20794814069368034,0.41666666666666674,0.7333333333333334,0.011029411764705883,0.0,0.4404
Accucheck,A nice product ,0,3,0.39665008017363845,0.6,1.0,0.003676470588235294,1.0,0.4215
Accucheck,Easy to use and give accurate result,1,7,0.2455431803684979,0.41666666666666674,0.7333333333333334,0.00857843137254902,0.0,0.4404
Accucheck,"Packing is good, delivered on time",0,6,0.5403738728756279,0.7,0.6000000000000001,0.007352941176470588,1.0,0.4404
Accucheck,Time take for delivery is total unacceptable. You took more than 48 hour to delivery 1 glucose measuring strip. Would have been better to go to the local pharmacy. Your online support has fixed set of answers. But being unable to deliver critical medicines within the promised time just defies everything.,0,51,0.5171827247471853,0.08571428571428573,0.4642857142857143,0.056372549019607844,1.0,0.2391
Accucheck,"No SLA, pathetic customer support, support was as late as your order was.",0,13,0.8217746150790067,-0.65,0.8,0.014705882352941176,1.0,0.735
Accucheck,Show E-5  after one month of opening packet.,0,8,0.6756486994786397,0.0,0.0,0.00980392156862745,1.0,0.0
Accucheck,Great discount and on time delivery,0,6,0.6346738016252212,0.8,0.75,0.007352941176470588,1.0,0.6249
Accucheck,It was in time delivered ,0,5,0.45295398733888365,0.0,0.0,0.006127450980392157,1.0,0.0
Accucheck,"Timely delivery, good packing",0,4,0.5099978835665843,0.7,0.6000000000000001,0.004901960784313725,1.0,0.4404
Accucheck,"Good in quality , produces aqurate result.",0,7,0.6382444672742824,0.7,0.6000000000000001,0.00857843137254902,1.0,0.4404
Accucheck,The price is affordable ,0,4,0.3649745218866136,0.0,0.0,0.004901960784313725,0.0,0.0
Accucheck,Best service & product have no issues,0,7,0.8424091260325391,1.0,0.3,0.00857843137254902,1.0,0.4588
Accucheck,Not satisfied with quality of strips,0,6,0.6059807476192974,-0.25,1.0,0.007352941176470588,0.0,-0.3252
Accucheck,It's good to use. ,1,4,0.0,0.7,0.6000000000000001,0.004901960784313725,0.0,0.4404
Accucheck,Dislike is cost... Rest all good,0,6,0.5217561391433948,0.7,0.6000000000000001,0.007352941176470588,0.0,0.0772
shampoo,Like- product is as expected. Dislike- no immediate relief or assured relief,1,12,0.7718485474085729,-0.1,0.4,0.024774774774774775,0.0,0.1891
shampoo,It really helps to relieve dandruff and itching,1,8,0.12790996637255364,0.2,0.2,0.018018018018018018,0.0,0.6865
shampoo,It prevents scales formation on head skin and dandruff,1,9,0.732810087241156,0.0,0.0,0.02027027027027027,0.0,0.0772
shampoo,Delivery not in time,0,4,1.0,0.0,0.0,0.009009009009009009,1.0,0.0
shampoo,Nice for anti dandruff ,1,4,0.20217030628627558,0.6,1.0,0.009009009009009009,0.0,0.128
shampoo,Not supply in time,0,4,0.4104849512721871,0.0,0.0,0.009009009009009009,1.0,0.0
shampoo,Best in hair scalp problem just 1wash,1,7,0.8117997521437351,1.0,0.3,0.015765765765765764,0.0,0.3612
shampoo,i wanted a good antidandruff hair treatment as my scalp was getting dry very often and troubled by itching scalp at times but no flakes. initialy was found good result but later the same,0,34,0.53295792154349,0.1476190476190476,0.46071428571428574,0.06756756756756757,1.0,0.2187
shampoo,It does what it says,0,5,0.0,0.0,0.0,0.01126126126126126,0.0,0.0
shampoo,We are using regularly ,0,4,0.0,0.0,0.07692307692307693,0.009009009009009009,0.0,0.0
shampoo,Not so effective ,0,3,0.0,0.6,0.8,0.006756756756756757,0.0,-0.4158
shampoo,Before sending to customer PL.go thru order.carefully see the quantity ordered n quantity send.  To avoid interaction with executive,0,19,0.7694176056845975,0.0,0.0,0.04054054054054054,1.0,-0.296
shampoo,The delivery person was lazy.,0,5,0.6324993895136393,-0.25,1.0,0.01126126126126126,1.0,-0.3612
shampoo,Price is so high reduce price ,1,6,0.9974889321747559,0.16,0.5399999999999999,0.013513513513513514,0.0,0.0
shampoo,Is it not an immediate solution for dandraft. We may need to use it for longer time. We need a quick and effective remedy.,0,24,0.36968204622414247,0.4666666666666667,0.65,0.04504504504504504,1.0,0.2819
shampoo,There is no difference in the dandruff after using this shampoo ,1,11,1.0,0.0,0.0,0.024774774774774775,0.0,-0.296
shampoo,Always check my hair now see my hair no dandruff so happy ,1,12,0.7745842323268477,0.8,1.0,0.02252252252252252,0.0,0.4201
shampoo,Not improvement in my hair,1,5,1.0,0.0,0.0,0.01126126126126126,0.0,-0.357
shampoo,It's a great shampoo for dandruff,1,6,0.5124999886934413,0.8,0.75,0.013513513513513514,1.0,0.6249
shampoo,I like it.use of it to reduce dandruff.,1,8,0.21366308080226545,0.0,0.0,0.018018018018018018,1.0,0.3612
shampoo,Need to repeatedly keep using it,0,6,0.0,0.0,0.0,0.013513513513513514,0.0,0.0
shampoo,shampoo seems fine..its same as i use to purchase from the local medical shop,0,14,0.24990363273200497,0.0,0.041666666666666664,0.03153153153153153,1.0,0.0
shampoo,Scalpe anti dandruff shampoo is clinically advised for dandruff and it really works than any other shampoo in market,1,19,0.8069011945628659,0.037500000000000006,0.2875,0.038288288288288286,0.0,-0.3182
shampoo,Good for dandruff control,1,4,0.48895283656566263,0.7,0.6000000000000001,0.009009009009009009,0.0,0.4404
shampoo,The shampoo is working and the quantity of dandruff has reduced. I am looking forward for complete protection and excited. ,1,20,0.34803710394045934,0.2375,0.575,0.04279279279279279,1.0,0.34
shampoo,good product but it remove dandruff if you use this for long time,0,13,0.3597093480421693,0.32499999999999996,0.5,0.02927927927927928,1.0,0.2382
shampoo,"I was diagnosed with Seborrheic Dermatitis a decade ago and had been recommeded this shampoo for control and management of the condition. A decade later, I started experiencing pimples on my forehead from dandruff fall-out and turned to this shampoo again. I saw a decrease in pimples in just 3 washes. Would definitely recommend for short-term use, as the shampoo is high on chemicals. Would suggets the use of a conditioner post wash, as the shampoo is extremely drying.",1,79,0.9191727003577694,0.00875,0.51,0.12837837837837837,1.0,0.6369
shampoo,Please verify  that vendor right product pack or not,0,9,0.7790989649220467,0.2857142857142857,0.5357142857142857,0.02027027027027027,1.0,0.3182
shampoo,Its good but it makes scalpe dry,1,7,0.4236204299139231,0.31666666666666665,0.6000000000000001,0.015765765765765764,0.0,0.2382
shampoo,Works well with my hair oil to decrease dandruff,1,9,0.44994312635129513,0.0,0.0,0.02027027027027027,0.0,0.2732
shampoo,It's my regular choice ,0,4,0.5,0.0,0.07692307692307693,0.009009009009009009,0.0,0.0
shampoo,Liked it very nicely working now my scalp is anti dandruff.. ,1,11,0.17607196753761206,0.69,0.9,0.024774774774774775,0.0,0.5709
shampoo,Its not much effective as it has been stated in product description.,0,12,0.4925707181863006,-0.3,0.8,0.02702702702702703,0.0,-0.3724
shampoo,"Excellent Cost, please provide free delivery if cost is less than 500 also, it will be mostly helpful.",0,18,0.39541358082219497,0.4333333333333333,0.5916666666666667,0.04054054054054054,1.0,0.9022
shampoo,Quality and Right product was made available and within stipulated period of time. ,0,13,0.5203783390738635,0.34285714285714286,0.46785714285714286,0.02702702702702703,1.0,0.0
shampoo,Not work as it explained about that .,0,8,0.0,0.0,0.0,0.018018018018018018,1.0,0.0
shampoo,The Package is really good,0,5,0.0,0.7,0.6000000000000001,0.01126126126126126,1.0,0.4927
shampoo,No use... Wash ur hair with water.. that's much better,1,10,0.4697172960719954,0.5,0.5,0.02252252252252252,0.0,0.1779
shampoo,Really like this shampoo..this does perfecly what it demand to do..,0,11,0.17015137487505258,0.2,0.2,0.024774774774774775,0.0,0.3167
shampoo,I've too much dandruff abd  acne on my scalp  ...and I'm using this from last 1 month but I didn't get better result till now,1,25,0.5124205680302054,0.2333333333333333,0.25555555555555554,0.05630630630630631,1.0,-0.4782
shampoo,Good but not very effective,0,5,0.0,0.23461538461538461,0.6076923076923078,0.01126126126126126,0.0,-0.4032
shampoo,"Best therapy of dandruff, I like it.",0,7,0.5371441800991725,1.0,0.3,0.015765765765765764,1.0,0.7717
shampoo,Excellent service.. delivery time can be improved,0,7,0.5678959120174274,1.0,1.0,0.015765765765765764,1.0,0.7783
shampoo,Can't say anything now,0,4,0.0,0.0,0.0,0.009009009009009009,0.0,0.0
shampoo,I have been advised by the owner of the product that it will give me relief for 72 hours for the use and may use for a month and after that one week once is to used. But in my experience it is useful for only six hours and after that itching is starting.,0,54,0.9383474102403879,0.09999999999999999,0.3666666666666667,0.08783783783783784,1.0,0.7096
shampoo,This Shampoo is good quality  n anti dandruff shampoo it's working up to 80 percent,1,15,0.5719596360943605,0.7,0.6000000000000001,0.033783783783783786,1.0,0.1531
shampoo,It really does help but the bottle is only apt for three washes. ,1,13,0.46367141420303715,0.26666666666666666,0.7333333333333334,0.02927927927927928,0.0,0.2475
shampoo,Not to much effective ,0,4,0.0,0.6,0.8,0.009009009009009009,0.0,-0.3724
shampoo,Not worth to buy online if your order value is less Thant ₹500 because of the logistics charges. Also courier partner don’t accept card only cash. So there is scope of improvement in supply chain and payment,0,37,0.7217093586291695,-0.10555555555555556,0.3888888888888889,0.07882882882882883,1.0,0.6409
shampoo,No benifit this item,0,4,1.0,0.0,0.0,0.009009009009009009,0.0,-0.296
shampoo,Delivery time can improve,0,4,0.5970086503713493,0.0,0.0,0.009009009009009009,1.0,0.4404
shampoo,This shampoo doesn't remove dandruff,1,5,0.30553630181338254,0.0,0.0,0.01126126126126126,0.0,0.0
shampoo,Good Anti dandruff ,0,3,0.24741896746959952,0.7,0.6000000000000001,0.006756756756756757,0.0,0.1531
shampoo,When I’m using in the beginning I get more hair fall bad after few days my problem was solved ,1,19,0.5367282058771733,-0.13333333333333328,0.4222222222222222,0.04279279279279279,1.0,-0.6557
shampoo,Very nice product ,0,3,0.4142122562366789,0.78,1.0,0.006756756756756757,0.0,0.4754
shampoo,Excellent outstanding product ,1,3,0.2510136425546603,0.75,0.9375,0.006756756756756757,0.0,0.8271
shampoo,It work good ,0,3,0.0,0.7,0.6000000000000001,0.006756756756756757,0.0,0.4404
shampoo,Amazing results in just 4 wash. Definitely recommended,1,8,0.3495117555640129,0.30000000000000004,0.7,0.018018018018018018,1.0,0.8074
shampoo,Received  next day,0,3,0.43787515126618354,0.0,0.0,0.006756756756756757,0.0,0.0
shampoo,Discount was less than other online sites,0,7,0.3426508934810471,-0.14583333333333331,0.22083333333333333,0.015765765765765764,1.0,0.0
shampoo,Worked really well for fungal infection,1,6,0.3811844368581705,0.2,0.2,0.013513513513513514,0.0,0.3384
shampoo,Its good product for hair and scalp,1,7,0.7986665394714676,0.7,0.6000000000000001,0.015765765765765764,0.0,0.4404
shampoo,Price is very high,0,4,0.48660787161815994,0.20800000000000002,0.702,0.009009009009009009,0.0,0.0
shampoo,"At first, the Dandruff disappears - - but it re-appears if the shampoo is not used for about a week.  Hence I am not fully convinced about its efficacy in eradicating dandruff fully. ",1,33,0.3605826484543998,0.25,0.3333333333333333,0.06531531531531531,1.0,-0.601
shampoo,Good you can see the results with in second and third use,0,12,0.483634636908841,0.2333333333333333,0.20000000000000004,0.02702702702702703,0.0,0.4404
shampoo,It doesn't work ,0,3,0.0,0.0,0.0,0.006756756756756757,0.0,0.0
shampoo,It is a great product for dealing with dandruff,0,9,0.34625384481201305,0.8,0.75,0.02027027027027027,1.0,0.6249
shampoo,"Wash your head within 3 days for sometime. Or just someday in 2 days when you see more dandruff. It's matter of few days you see your hair fall, but I didn't see any of my hair falling. Thankyou",1,39,1.0961077315472687,0.15,0.3,0.06981981981981981,1.0,-0.1823
shampoo,Its really stops head itching n redfishness,1,7,0.7353772254721569,0.2,0.2,0.015765765765765764,1.0,-0.2247
shampoo,Good shampoo.Helps to keep dandruff under control.,1,7,0.4462788563050223,0.7,0.6000000000000001,0.015765765765765764,0.0,0.4404
shampoo,I am using very offen last 6 yrs. It's fantastic result on Dandruff  free hair and smooth.,1,17,0.4992230933469956,0.27999999999999997,0.5133333333333333,0.038288288288288286,1.0,0.7845
shampoo,Excellent service and cost also,0,5,0.6856382011916897,1.0,1.0,0.01126126126126126,1.0,0.5719
shampoo,After 2 to 3 usage it has cleared up my dandruff fully,1,12,0.4087040872213389,0.0,0.0,0.02702702702702703,1.0,0.1027
shampoo,It's actually helpfull indeed,0,4,0.0,0.0,0.1,0.009009009009009009,0.0,0.0
shampoo,I liked its on time delivery n price.,0,8,0.7511204192975088,0.6,0.8,0.018018018018018018,1.0,0.4215
shampoo,Good for dandruff and scalpe problem,1,6,0.8027957293949819,0.7,0.6000000000000001,0.013513513513513514,0.0,0.0516
shampoo,Like the timely delivery,0,4,0.2952638660623595,0.0,0.0,0.009009009009009009,1.0,0.3612
shampoo,I lyk this shampoo..n also remove dandruff frm hairs,1,9,0.48692562234379916,0.0,0.0,0.02027027027027027,1.0,0.0
shampoo,The price is high.the shampoo is very good,0,8,0.7363394788137361,0.9099999999999999,0.7800000000000001,0.015765765765765764,0.0,0.4927
shampoo,No solution my hair iam sorry no less of dandruff ,1,10,0.7380724457246748,-0.20833333333333334,0.5333333333333333,0.02252252252252252,0.0,-0.5365
shampoo,Not working as asspacted,0,4,0.0,0.0,0.0,0.009009009009009009,0.0,0.0
shampoo,Almost half a bottle is needed for one day use. donot foam..,1,12,0.37493619380861415,-0.16666666666666666,0.16666666666666666,0.02702702702702703,1.0,0.0
shampoo,Product is good but expensive ,0,5,0.28971291481999745,0.09999999999999998,0.65,0.01126126126126126,0.0,0.2382
shampoo,Good.. Plz launnch in different flavors ,1,6,0.2226261675639481,0.35,0.6000000000000001,0.013513513513513514,0.0,0.4939
shampoo,I m useing 4 time,0,5,0.4860597352431258,0.0,0.0,0.01126126126126126,1.0,0.0
shampoo,Reduce dandruff in few days,0,5,0.603685583658002,-0.2,0.1,0.01126126126126126,0.0,0.0
shampoo,Quite effective and also doesn't dry the hair on usage,1,10,0.513064773746506,0.26666666666666666,0.7,0.02252252252252252,0.0,0.5256
shampoo,Good working for dandruff ..and icthing...all problems are solved,1,9,0.2850699065825627,0.7,0.6000000000000001,0.02027027027027027,0.0,0.3182
shampoo,It is really effective.,0,4,0.0,0.6,0.8,0.009009009009009009,0.0,0.5256
shampoo,My hair getting dry after using it . It has side effects and can whitish your hair. Consult doctor for recommendation.,1,21,0.6779200875689207,-0.06666666666666665,0.6,0.0472972972972973,1.0,0.0
shampoo,It is very useful for who are effecting by dandruff ,0,10,0.18640832297686818,0.39,0.0,0.02252252252252252,0.0,0.4927
shampoo,Shampoo is good for reducing dandruf,0,6,0.3535158294440086,0.7,0.6000000000000001,0.013513513513513514,0.0,0.4404
shampoo,It is effective but costly..,0,5,0.0,0.6,0.8,0.01126126126126126,0.0,0.1154
shampoo,It is better but not a permanent solution for dandruff,0,10,0.41363260143887265,0.5,0.5,0.02252252252252252,1.0,-0.1263
shampoo,It dose not effect on scalp,1,6,0.6166367061728285,0.0,0.0,0.013513513513513514,0.0,0.0
shampoo,it is a best recommended anti dandruff shampoo I have used ever yes it is a bit costly but the results are good,1,23,0.3048395458566104,0.85,0.45000000000000007,0.04504504504504504,1.0,0.7814
shampoo,I used it many times but dandruff not cured permanently. Although it reliefs but not a permanent solution for me.,0,20,0.25792762757781906,0.5,0.5,0.038288288288288286,1.0,0.1298
shampoo,Super sampoo for those persol who has hairfall problem ,1,9,0.7907496370792134,0.3333333333333333,0.6666666666666666,0.02027027027027027,0.0,0.296
shampoo,Nice product and I got a very good result from the product. ,0,12,0.7600726123402506,0.7549999999999999,0.8900000000000001,0.02702702702702703,1.0,0.7178
shampoo,"It's a good conditioner but not effective on dandruff, my scaling is gone..good",1,13,0.468322231101049,0.19999999999999998,0.7000000000000001,0.02927927927927928,1.0,-0.3359
shampoo,This shampoo prescribed by doctor for my son to avoid dandruff and it works perfectly,1,15,0.44880913663735666,1.0,1.0,0.033783783783783786,0.0,0.4588
shampoo,The bottle content is very less thoughts like already used,0,10,0.7986713462628855,-0.21666666666666667,0.08666666666666667,0.02252252252252252,0.0,0.3581
shampoo,Solve my poblem in one wash ,0,6,0.6700998006687352,0.0,0.0,0.013513513513513514,0.0,0.2023
shampoo,Scalpe shampoo is effective on the DANDRUFF the basic necessity for which it is recommended.  The part which hurts is the Cost of the product which is too steep and there is no alternative hence it becomes a necessaity,1,39,0.46880796655853807,0.3,0.4625,0.06531531531531531,1.0,-0.1027
shampoo,Good for seborrheic dermatitis,1,4,0.39439616975554576,0.7,0.6000000000000001,0.009009009009009009,0.0,0.4404
Becadexamin,very good  product ,0,3,0.548379499768682,0.9099999999999999,0.7800000000000001,0.009259259259259259,0.0,0.4927
Becadexamin,"Since it is a multivitamin capsule and I am trying for the first time, & now I crossed 1 week of taking becadexamin.Right now I can't say anything but still I like the product as my doc recommended me to take becadexamin .I am feeling little relaxed .",0,48,0.5178508680962861,0.03125,0.41666666666666663,0.12962962962962962,1.0,0.8768
